title,"count TW","count total",key,publisher,url
"MSUM Ichthyology and Herpetology Collections",1,26841,847bbbde-f762-11e1-a439-00145eb45e9a,"Michigan State University Museum",https://www.gbif.org/dataset/847bbbde-f762-11e1-a439-00145eb45e9a
"Harold W. Manter Laboratory of Parasitology Collection",1,26111,8117733e-f762-11e1-a439-00145eb45e9a,Arctos,https://www.gbif.org/dataset/8117733e-f762-11e1-a439-00145eb45e9a
"CSIC-Real Jardín Botánico-Colección de Musgos (MA-Musci)",12,25140,8346c3a8-f762-11e1-a439-00145eb45e9a,"CSIC-Real Jardín Botánico",https://www.gbif.org/dataset/8346c3a8-f762-11e1-a439-00145eb45e9a
"CABI Bioscience Genetic Resource Collection",66,24958,832282e0-f762-11e1-a439-00145eb45e9a,"CABI (Centre for Agriculture and Biosciences International)",https://www.gbif.org/dataset/832282e0-f762-11e1-a439-00145eb45e9a
"The Fish Database of Taiwan",22191,24955,b7dd8170-98a0-11de-b4d9-b8a03c50a862,TELDAP,https://www.gbif.org/dataset/b7dd8170-98a0-11de-b4d9-b8a03c50a862
"Jardin botanique de Montréal (JBM)",2,24583,7a7244fc-13b9-43ee-93c9-0d5c4457a86a,"Jardin Botanique de Montréal",https://www.gbif.org/dataset/7a7244fc-13b9-43ee-93c9-0d5c4457a86a
"Insect specimens of Ryukyu University Museum (Fujukan)",62,24333,956c26d2-d114-421f-bf02-e9088a805a74,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/956c26d2-d114-421f-bf02-e9088a805a74
"Molluscus specimens of Toyohashi Museum of Natural History",677,23774,810e15d2-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/810e15d2-f762-11e1-a439-00145eb45e9a
"ARC-PPRI: National Collection Of Fungi(1817-2009)",12,22811,c5843752-6eae-4869-ba5c-b5fe0996cfca,"South African National Biodiversity Institute",https://www.gbif.org/dataset/c5843752-6eae-4869-ba5c-b5fe0996cfca
"University of Tennessee at Chattanooga",5,22785,b65c0886-3c24-4ead-a93a-b89d2a676b10,"University of Tennessee - Chattanooga (UTC)",https://www.gbif.org/dataset/b65c0886-3c24-4ead-a93a-b89d2a676b10
"CUMV Mammal Collection",2,22551,35720b3e-aded-4b83-b4f1-967f1d457d6a,"Cornell University Museum of Vertebrates",https://www.gbif.org/dataset/35720b3e-aded-4b83-b4f1-967f1d457d6a
"DSMZ Prokarya Collection Catalogue",163,22227,863efcc4-f762-11e1-a439-00145eb45e9a,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures",https://www.gbif.org/dataset/863efcc4-f762-11e1-a439-00145eb45e9a
"Global compendium of Aedes albopictus occurrence",15336,22137,33614778-513a-4ec0-814d-125021cca5fe,"Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow",https://www.gbif.org/dataset/33614778-513a-4ec0-814d-125021cca5fe
"FBIP:ELM: Malacology Collections",100,21898,85487457-e02f-4dee-95ea-8dc0d220c52d,"South African National Biodiversity Institute",https://www.gbif.org/dataset/85487457-e02f-4dee-95ea-8dc0d220c52d
"Osaka Prefectural Minoh Park Insects Museum",89,21678,8499f554-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8499f554-f762-11e1-a439-00145eb45e9a
"Molluscan specimen database of Kanagawa Prefectural Museum of Natural History",66,21000,95eff7ea-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/95eff7ea-f762-11e1-a439-00145eb45e9a
pins,1,20755,ff01c14e-06ce-47b6-8ea0-316cfb8fcff7,"IRD - Institute of Research for Development",https://www.gbif.org/dataset/ff01c14e-06ce-47b6-8ea0-316cfb8fcff7
"Global compendium of Aedes aegypti occurrence",9501,19929,d4eb19bc-fdce-415f-9a61-49b036009840,"Institute of Biodiversity, Animal Health and Comparative Medicine, College of Medical, Veterinary and Life Sciences, University of Glasgow",https://www.gbif.org/dataset/d4eb19bc-fdce-415f-9a61-49b036009840
"Insect specimens of Himeji City Science Museum",566,19866,10a9ffed-8062-454b-bd7e-9c36b4006728,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/10a9ffed-8062-454b-bd7e-9c36b4006728
"Collection Aves (bird skeletons) SMF",12,19862,96653d3e-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/96653d3e-f762-11e1-a439-00145eb45e9a
"LSUMZ Herp Tissues",48,19733,807747cb-d128-4029-af64-9f4ba53c4285,"Louisiana State University Museum of Natural Science",https://www.gbif.org/dataset/807747cb-d128-4029-af64-9f4ba53c4285
"Collection Thysanoptera SMF",14,19645,96703220-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/96703220-f762-11e1-a439-00145eb45e9a
"Oregon State Ichthyology Collection",2,19425,b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947,"Oregon State University",https://www.gbif.org/dataset/b8ed9b7c-5b73-4e6d-a6e1-b0911a09f947
"FBIP:IZIKO-UCT:Historical Survey (1930-1980)",6,19198,2429f28c-dc43-40e7-92f6-49206e0729fb,"South African National Biodiversity Institute",https://www.gbif.org/dataset/2429f28c-dc43-40e7-92f6-49206e0729fb
"Herbarium Specimens of Bonin and Ryukyu Islands",9,18959,c4c03087-8d21-48ac-ae64-8ef7cbb9eeb6,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/c4c03087-8d21-48ac-ae64-8ef7cbb9eeb6
"Crustacean collection of the National Museum of Nature and Science",52,18924,44e8b95a-1850-4507-8fa0-a3a07f5dd936,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/44e8b95a-1850-4507-8fa0-a3a07f5dd936
"UCBG TAPIR Provider",147,18900,51b92d4e-556f-4a05-bc5c-bfe982ee1156,"Berkeley Natural History Museums",https://www.gbif.org/dataset/51b92d4e-556f-4a05-bc5c-bfe982ee1156
"Museo Nacional de Ciencias Naturales, Colección de Malacología: MNCN-Malac",15,18856,8386db32-f762-11e1-a439-00145eb45e9a,"Spanish National Museum of Natural Sciences (CSIC)",https://www.gbif.org/dataset/8386db32-f762-11e1-a439-00145eb45e9a
"Cercle des mycologues de Montréal Fungarium (CMMF)",1,18567,21705170-d2b6-42de-8904-c3bca4b83591,"Université de Montréal Biodiversity Centre",https://www.gbif.org/dataset/21705170-d2b6-42de-8904-c3bca4b83591
"Collection Polychaeta SMF",1,18524,965e401a-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/965e401a-f762-11e1-a439-00145eb45e9a
"Hokkaido University Coleoptera Collection",353,18354,c9c4b765-59ed-4e7b-bbb8-9205f66f288c,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/c9c4b765-59ed-4e7b-bbb8-9205f66f288c
"UAZ Bird Collection",2,18120,96c383a8-f762-11e1-a439-00145eb45e9a,"University of Arizona Museum of Natural History",https://www.gbif.org/dataset/96c383a8-f762-11e1-a439-00145eb45e9a
"Fish Collection of Yokosuka City Museum",53,18058,84899ff6-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/84899ff6-f762-11e1-a439-00145eb45e9a
"Endemic Species Research Institute–Herbarium",15408,17715,bc76c690-60a3-11de-a447-b8a03c50a862,TELDAP,https://www.gbif.org/dataset/bc76c690-60a3-11de-a447-b8a03c50a862
"LSUMZ (LSU MNS) Fishes Collection",448,17672,8a1073ce-54a4-4712-89a6-e14d82836d9e,"Louisiana State University Museum of Natural Science",https://www.gbif.org/dataset/8a1073ce-54a4-4712-89a6-e14d82836d9e
"DORSA - German Orthoptera Collections",75,17485,8ea44a78-c6af-11e2-9b88-00145eb45e9a,SysTax,https://www.gbif.org/dataset/8ea44a78-c6af-11e2-9b88-00145eb45e9a
"Collection Herpetologie - SNSD",25,17206,8286cf26-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/8286cf26-f762-11e1-a439-00145eb45e9a
"Crustacean specimen database of Kanagawa Prefectural Museum of Natural History",42,17000,95fed08a-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/95fed08a-f762-11e1-a439-00145eb45e9a
"Genebank, National Institute of Agrobiological Sciences",5,16809,ad10d89e-868d-4b9e-ab4e-96e35b19a309,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/ad10d89e-868d-4b9e-ab4e-96e35b19a309
"Shellfish specimens of the Nishinomiya Shell Museum, Japan",1051,16522,81287cb0-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/81287cb0-f762-11e1-a439-00145eb45e9a
"Fungi specimen database of Kanagawa Prefectural Museum of Natural History",93,16289,96001198-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/96001198-f762-11e1-a439-00145eb45e9a
"Hemiptera (Homoptera) collection of National Museum of Nature and Science",998,16246,c81d08e2-e648-4ffc-aec9-35ca10e570bb,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/c81d08e2-e648-4ffc-aec9-35ca10e570bb
"The Suguru Igarashi Insect Collection (Lepidoptera: Papilionidae & Pieridae) of The University Museum, The University of Tokyo",807,16052,508263bf-7557-40d4-b839-59d125ceca5b,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/508263bf-7557-40d4-b839-59d125ceca5b
"Algae (S)",2,15953,40d2de00-0c6e-11dd-84d2-b8a03c50a862,GBIF-Sweden,https://www.gbif.org/dataset/40d2de00-0c6e-11dd-84d2-b8a03c50a862
"Amphibians and Reptiles collection at the Natural History Museum of Denmark (SNM)",26,15835,cb643105-2e6b-403d-a23b-2c8128d1f97c,"Zoological Museum, Natural History Museum of Denmark",https://www.gbif.org/dataset/cb643105-2e6b-403d-a23b-2c8128d1f97c
"Gunma Museum of Natural History, Insect Specimen",278,15752,95f74c02-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/95f74c02-f762-11e1-a439-00145eb45e9a
"Bird Specimens in the Museum of Nature and Human Activities, Hyogo, Japan",1721,15382,71db3522-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/71db3522-f762-11e1-a439-00145eb45e9a
"Itami City Museum of Insects",207,15319,8699eba2-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8699eba2-f762-11e1-a439-00145eb45e9a
"Appalachian State University, I. W. Carpenter, Jr. Herbarium",2,15110,7d9be62e-5c69-4537-8559-a851e16118f0,"Appalachian State University",https://www.gbif.org/dataset/7d9be62e-5c69-4537-8559-a851e16118f0
"Mollusca specimens of Okinawa Prefectural Museum & Art Museum",330,14866,0ac88789-10f8-4a09-9f08-675043501d50,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/0ac88789-10f8-4a09-9f08-675043501d50
"Coleoptera collection of National Museum of Nature and Science",2120,14845,b08b5ce4-b157-4fa5-b904-afa1ac982e1a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/b08b5ce4-b157-4fa5-b904-afa1ac982e1a
"Parasitic Platyhelminthes Collections",1,14830,82bb6da8-f762-11e1-a439-00145eb45e9a,"Muséum d'histoire naturelle de la Ville de Genève - MHNG",https://www.gbif.org/dataset/82bb6da8-f762-11e1-a439-00145eb45e9a
"Collection Coleoptera SMF",14,14594,9669ebc2-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/9669ebc2-f762-11e1-a439-00145eb45e9a
"Biological Reference Collections ICM CSIC",84,14573,1d743188-1e65-4d99-a814-fa3fd51f1490,"Institute of Marine Sciences (ICM-CSIC)",https://www.gbif.org/dataset/1d743188-1e65-4d99-a814-fa3fd51f1490
"Entomology at ZMUC, Natural History Musem of Denmark",3,14473,e0459621-92c2-40ac-9934-72b3b1384dc3,"Zoological Museum, Natural History Museum of Denmark",https://www.gbif.org/dataset/e0459621-92c2-40ac-9934-72b3b1384dc3
"Bird collection of National Museum of Nature and Science",365,14339,84a2fe56-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/84a2fe56-f762-11e1-a439-00145eb45e9a
"Composition of planktonic foraminifera species in 1123 surface sediment samples compared with sea surface temperatures from the Levitus Atlas",47,14192,87220b2c-f762-11e1-a439-00145eb45e9a,"PANGAEA - Publishing Network for Geoscientific and Environmental Data",https://www.gbif.org/dataset/87220b2c-f762-11e1-a439-00145eb45e9a
"Biological Resource Center, Department of Biotechnology, National Institute of Technology and Evaluation",24,14172,5349d319-972f-47ad-b90c-6ec8a995d69d,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/5349d319-972f-47ad-b90c-6ec8a995d69d
"Fish Collection of Natural History Museum and Institute, Chiba",46,14095,85b8ed3c-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/85b8ed3c-f762-11e1-a439-00145eb45e9a
"HZI (GBF) Reichenbach Collection of Myxobacteria",244,13979,6d837ace-1934-492b-bbfa-b3ef4a01f007,"Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures",https://www.gbif.org/dataset/6d837ace-1934-492b-bbfa-b3ef4a01f007
"Departamento de Biolog. Veg. II, Facultad de Farmacia, Universidad Complutense, Madrid: MAF-Lich",2,13865,835f8992-f762-11e1-a439-00145eb45e9a,"Department of Plant Biology II. Fac. of Pharmacy. Univ. Complutense de Madrid",https://www.gbif.org/dataset/835f8992-f762-11e1-a439-00145eb45e9a
"Senckenberg - CeDAMar Resource",5,13646,96180cd0-f762-11e1-a439-00145eb45e9a,"Senckenberg - CeDAMar Provider",https://www.gbif.org/dataset/96180cd0-f762-11e1-a439-00145eb45e9a
"ZFMK Orthopteroidea collection",3,13621,0fd66c58-0ef4-45b3-b5a0-14ea85d37c0a,"Zoologisches Forschungsinstitut und Museum Alexander Koenig",https://www.gbif.org/dataset/0fd66c58-0ef4-45b3-b5a0-14ea85d37c0a
"The Araneae Collection of the National Museum of Nature and Science",259,13035,19c94964-189f-45f2-905a-d23747ec9652,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/19c94964-189f-45f2-905a-d23747ec9652
"Insect specimens of Komatsu City Museum",1,12972,f77c791c-51f8-49f1-ab01-294b7301fadd,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/f77c791c-51f8-49f1-ab01-294b7301fadd
"ISM Mammalogy Collection",1,12289,07e9980a-a9f6-4a35-9df6-26371459e570,"Illinois State Museum",https://www.gbif.org/dataset/07e9980a-a9f6-4a35-9df6-26371459e570
"ARC-PPRI: Chalcidoidea Collection (1900-2010)",4,12199,b2ee8537-2a6c-4b4b-965a-538b47788606,"South African National Biodiversity Institute",https://www.gbif.org/dataset/b2ee8537-2a6c-4b4b-965a-538b47788606
"SMNK Mantid Collection",15,11981,7c7422be-01a3-11e2-ad0f-00145eb45e9a,"Staatliches Museum für Naturkunde Karlsruhe",https://www.gbif.org/dataset/7c7422be-01a3-11e2-ad0f-00145eb45e9a
"Marine Invertebrata specimens deposited in the Fukui City Museum of Natural History, Japan",107,11314,7a53eaaa-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/7a53eaaa-f762-11e1-a439-00145eb45e9a
"Akita Prefectural Museum, Hiroki Watanabe Collection",6,11169,7adda6be-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/7adda6be-f762-11e1-a439-00145eb45e9a
"Zoological specimens of Gifu Prefectural Museum",371,10786,869e4288-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/869e4288-f762-11e1-a439-00145eb45e9a
"Collection Cnidaria SMF",2,10711,966092f2-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/966092f2-f762-11e1-a439-00145eb45e9a
"(Table T2) Plankontic foraminifera stratigraphy of ODP Hole 184-1146A",10658,10658,02d744d1-d365-4da0-acd3-1e0ce526c6a3,"PANGAEA - Publishing Network for Geoscientific and Environmental Data",https://www.gbif.org/dataset/02d744d1-d365-4da0-acd3-1e0ce526c6a3
"Bryophyte specimens of The Nagoya University Museum",11,10654,86a13bf0-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/86a13bf0-f762-11e1-a439-00145eb45e9a
"(Table T2) Dinoflagellate stratigraphy of ODP Hole 184-1148A",8892,10452,7fb9bf5b-4126-4b51-b92d-c181bc34e766,"PANGAEA - Publishing Network for Geoscientific and Environmental Data",https://www.gbif.org/dataset/7fb9bf5b-4126-4b51-b92d-c181bc34e766
"(Appendix A) Abundances of planktonic foraminifera in mid-Pleistocene sediments of ODP Site 184-1144 in the South China Sea",10345,10345,69fd59a2-f762-11e1-a439-00145eb45e9a,"PANGAEA - Publishing Network for Geoscientific and Environmental Data",https://www.gbif.org/dataset/69fd59a2-f762-11e1-a439-00145eb45e9a
"Insect specimens of Hokkaido University",847,10000,b2fd674b-5eb0-41e9-8112-cd0f2c207812,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/b2fd674b-5eb0-41e9-8112-cd0f2c207812
"Palaeobiology - Vertebrate Comparative Osteology Collection - Royal Ontario Museum",19,9760,e6acc36b-4149-4458-a26f-17fbeb0df90b,"Royal Ontario Museum",https://www.gbif.org/dataset/e6acc36b-4149-4458-a26f-17fbeb0df90b
"Collection Crustacea - ZIM Hamburg",5,9267,7b7bb606-f762-11e1-a439-00145eb45e9a,Senckenberg,https://www.gbif.org/dataset/7b7bb606-f762-11e1-a439-00145eb45e9a
"Mollusca specimens of Ryukyu University Museum (Fujukan)",51,9220,985e6485-14c9-4555-9c63-bb1b79c29da7,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/985e6485-14c9-4555-9c63-bb1b79c29da7
"Naturhistorisches Museum Mainz, Zoological Collection",3,9038,7e2989f0-f762-11e1-a439-00145eb45e9a,"Naturhistorisches Museum Mainz",https://www.gbif.org/dataset/7e2989f0-f762-11e1-a439-00145eb45e9a
"Crustacea Collection of Natural History Museum and Institute, Chiba",268,9000,7a52c058-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/7a52c058-f762-11e1-a439-00145eb45e9a
"Wilson Botanical Garden - Las Cruces Biological Station",18,8913,d6fa86b9-8906-4622-9ebc-24d393c9ac12,"Organization for Tropical Studies",https://www.gbif.org/dataset/d6fa86b9-8906-4622-9ebc-24d393c9ac12
"Vascular Plants Collection of National Museum of Nature and Science",10,8853,73decd94-06c8-4539-a64e-89f54fb882fc,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/73decd94-06c8-4539-a64e-89f54fb882fc
"Odonata collection of National Museum of Nature and Science",17,8778,a8fca7f7-c5e1-4b99-a13a-e07ad312b5f0,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/a8fca7f7-c5e1-4b99-a13a-e07ad312b5f0
"Propuesta para sistematizar la colección palinológica de polen reciente y fósil del IGLUNAM",1,8668,e9b9f9d0-bd86-49a2-9695-d72f92ed7548,"Comisión nacional para el conocimiento y uso de la biodiversidad",https://www.gbif.org/dataset/e9b9f9d0-bd86-49a2-9695-d72f92ed7548
"Bird specimens of Himeji City Science Museum",2102,8564,7aff155c-1c15-44d8-adf3-4d2ecb842bb9,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/7aff155c-1c15-44d8-adf3-4d2ecb842bb9
"Polish seed gene bank – historical passport data of accessions",1,8373,68d15500-0e2d-11de-b8e6-b8a03c50a862,"Plant Breeding and Acclimatization Institute (IHAR) - National Research Institute",https://www.gbif.org/dataset/68d15500-0e2d-11de-b8e6-b8a03c50a862
"Insect specimens of Okinawa Prefectural Museum & Art Museum",3,8259,5a455e8a-51b2-4ecd-9247-cfd89f9cb768,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/5a455e8a-51b2-4ecd-9247-cfd89f9cb768
"ZMMU MSU, White Sea Branch",3,8111,f49dd893-1e91-4ce6-9aa7-e1047ffee557,"Lomonosov Moscow State University",https://www.gbif.org/dataset/f49dd893-1e91-4ce6-9aa7-e1047ffee557
"University of Tennessee Lichen Herbarium",39,7985,80570f04-9925-461c-b729-c4844e20e923,"University of Tennessee Herbarium",https://www.gbif.org/dataset/80570f04-9925-461c-b729-c4844e20e923
"Colección de referencia de otolitos, Instituto de Ciencias del Mar-CSIC",279,7924,e95d0010-b3f1-11de-82f8-b8a03c50a862,"Institute of Marine Sciences (ICM-CSIC)",https://www.gbif.org/dataset/e95d0010-b3f1-11de-82f8-b8a03c50a862
"Algaterra Types",1,7880,85685a84-f762-11e1-a439-00145eb45e9a,"Botanic Garden and Botanical Museum Berlin-Dahlem",https://www.gbif.org/dataset/85685a84-f762-11e1-a439-00145eb45e9a
"Lichen specimen database of Faurie collection",338,7848,d06712f6-7ea3-4b31-b3c8-da5b2f7ebbc2,"National Institute of Genetics, ROIS",https://www.gbif.org/dataset/d06712f6-7ea3-4b31-b3c8-da5b2f7ebbc2
"Zoological Museum Amsterdam, University of Amsterdam (NL) - Platyhelminthes",243,7771,c1e51d70-6166-11de-84bf-b8a03c50a862,"Naturalis Biodiversity Center",https://www.gbif.org/dataset/c1e51d70-6166-11de-84bf-b8a03c50a862
"CSUC Vertebrate Collection",1,7735,08dc18e5-e3c0-4f74-b49a-b8274aabe020,"California State University, Chico Vertebrate Museum",https://www.gbif.org/dataset/08dc18e5-e3c0-4f74-b49a-b8274aabe020
"Insect Collection of Yokosuka City Museum",1473,7583,7ae496b8-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/7ae496b8-f762-11e1-a439-00145eb45e9a
"Botanic Garden of the Finnish Museum of Natural History",12,7548,83d36270-e4ac-11de-ad5c-e0ddf866799d,"Finnish Museum of Natural History",https://www.gbif.org/dataset/83d36270-e4ac-11de-ad5c-e0ddf866799d
"Rust fungus specimen of Research Group of Plant Parasitic Mycology, Faculty of Life and Environmental Sciences, University of Tsukuba",56,7386,8614cad0-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/8614cad0-f762-11e1-a439-00145eb45e9a
"SMNS Herpetologie",3,7075,9cd0014c-b7b1-4ed1-bef7-0225acfa4ef2,"Staatliches Museum für Naturkunde Stuttgart",https://www.gbif.org/dataset/9cd0014c-b7b1-4ed1-bef7-0225acfa4ef2
"Invertebrates (Type Specimens) of the Swedish Museum of Natural History",1,6948,f2ec825d-145a-42fd-9bfe-a411a557bc47,GBIF-Sweden,https://www.gbif.org/dataset/f2ec825d-145a-42fd-9bfe-a411a557bc47
"Crustacean specimens of Kitakyushu Museum of Natural History & Human History",84,6746,71dfecde-f762-11e1-a439-00145eb45e9a,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/71dfecde-f762-11e1-a439-00145eb45e9a
"Big Bluebell Watch 2018",1,6444,de8221ff-6110-46e3-aec4-b61133f5b38c,"The Woodland Trust",https://www.gbif.org/dataset/de8221ff-6110-46e3-aec4-b61133f5b38c
"Swiss Psyllid (Hemiptera) Collections - Geneva",1,5922,82a7898c-f762-11e1-a439-00145eb45e9a,"Muséum d'histoire naturelle de la Ville de Genève - MHNG",https://www.gbif.org/dataset/82a7898c-f762-11e1-a439-00145eb45e9a
"Zoological Museum Amsterdam, University of Amsterdam (NL) - Coleoptera_Types_Orient",8,5841,6e27e0c0-c065-11dd-a311-b8a03c50a862,"Naturalis Biodiversity Center",https://www.gbif.org/dataset/6e27e0c0-c065-11dd-a311-b8a03c50a862
"Spermatophyte collection of Himeji City Science Museum",1,5490,12b7c8fc-f696-4a10-86b1-5a97ffce428b,"National Museum of Nature and Science, Japan",https://www.gbif.org/dataset/12b7c8fc-f696-4a10-86b1-5a97ffce428b
